,cat1,cat2,cat3,brand_name
24697,HOM,Cleaning Supplies,Paper Towels,Others
24707,WOM,Skirts,Full Skirt,Vintage
24732,HOM,Home Appliances,Air Conditioners,Others
24741,WOM,Tops & Blouses,Blouse,Nike
24750,WOM,Tops & Blouses,Blouse,Burberry
24755,WOM,Shoes,Sandals,Juicy Couture
24797,WOM,Pants,Other,Michael Kors
24845,WOM,Swimwear,One-Piece,Vintage
24918,WOM,Tops & Blouses,T-Shirts,True Religion Brand Jeans
24926,NOI,no_info,no_info,vineyard vines
24944,WOM,Women's Accessories,Hair Accessories,lululemon athletica
24969,MEN,Jeans,Overalls,Others
24996,WOM,Shoes,Fashion Sneakers,Jordans
25016,ELE,"Car Audio, Video & GPS",Car Stereos & Components,Sony
25041,WOM,Maternity,Dresses,ASOS
25062,WOM,Shoes,Pumps,ZARA
25121,MEN,Men's Accessories,Watches,Vintage
25145,HOM,Bedding,Bed Pillows,Kate Spade
25252,WOM,Shoes,Boots,The North Face
25366,BEA,Makeup,Makeup Sets,Christian Dior
25411,WOM,Coats & Jackets,Windbreaker,The North Face
25503,ELE,Computers & Tablets,Laptops & Netbooks,Microsoft
25518,WOM,Women's Handbags,Satchel,Gucci
25556,VIN,Supplies,Other,Others
25588,WOM,Women's Handbags,Totes & Shoppers,Star Wars
25591,KID,Boys (4+),Accessories,Nike
25592,MEN,Men's Accessories,Hats,Vintage
25596,MEN,Men's Accessories,Hats,patagonia
25632,BEA,Makeup,Makeup Palettes,Huda Beauty
25685,WOM,Tops & Blouses,Blouse,Lululemon
25688,WOM,Athletic Apparel,Jerseys,Nike
25770,MEN,Pants,Cargo,Others
25772,WOM,Jeans,"Slim, Skinny",Madewell
25795,WOM,Coats & Jackets,Motorcycle,Free People
25810,WOM,Pants,Casual Pants,Vera Bradley
25841,KID,Pregnancy & Maternity,Other,Others
25852,WOM,Women's Accessories,Belts,vineyard vines
25857,MEN,Jeans,Relaxed,Harley-Davidson
25863,HOM,Home Appliances,Irons & Ironing Boards,Others
25878,WOM,Athletic Apparel,"Pants, Tights, Leggings",New Balance
25920,WOM,Jeans,Flare,Free People
25927,WOM,Sweaters,"Vest, Sleeveless",Nike
25931,WOM,Women's Handbags,Totes & Shoppers,Lilly Pulitzer
25932,WOM,Dresses,Other,Free People
25951,OTH,Books,Science & Math,Others
26045,WOM,Swimwear,One-Piece,Betsey Johnson
26063,WOM,Coats & Jackets,Other,Vintage
26069,VIN,Bags and Purses,Purse,Vera Bradley
26133,MEN,Pants,Other,Others
26147,WOM,Tops & Blouses,Other,Wildfox Couture
26159,WOM,Athletic Apparel,Shirts & Tops,Bebe
26161,MEN,Coats & Jackets,Fleece Jacket,Others
26185,MEN,Men's Accessories,Hats,Versace
26227,MEN,Athletic Apparel,Pants,Others
26247,MEN,Tops,Other,True Religion Brand Jeans
26283,WOM,Jewelry,Earrings,Versace
26305,WOM,Coats & Jackets,Motorcycle,Nasty Gal
26314,BEA,Skin Care,Body,Tarte
26399,WOM,Shoes,Boots,Nordstrom
26485,BEA,Hair Care,Hair Relaxers,Others
26489,BEA,Makeup,Eyes,Georgio Armani
26516,MEN,Jeans,Relaxed,7 For All Mankind®
26620,VIN,Electronics,Camera,Canon
26648,WOM,Women's Handbags,Satchel,Rebecca Minkoff
26658,WOM,Tops & Blouses,"Tank, Cami",Bebe
26686,MEN,Coats & Jackets,Flight,Others
26740,BEA,Tools & Accessories,Other,Victoria's Secret
26746,WOM,Suits & Blazers,Blazer,Chanel
26755,WOM,Coats & Jackets,Military,Free People
26778,WOM,Coats & Jackets,Other,Victoria's Secret
26821,MEN,Shorts,"Board, Surf",Supreme
26844,HAN,Weddings,Accessories,Others
26870,WOM,Other,Other,PUMA
26874,WOM,Athletic Apparel,Shorts,Miss Me
26930,BEA,Skin Care,Face,Bobbi Brown
26945,WOM,Other,Other,kate spade new york
26978,VIN,Jewelry,Pendant,Chanel
26992,KID,Strollers,Accessories,All
26993,ELE,Video Games & Consoles,Replacement Parts & Tools,Others
27018,MEN,Coats & Jackets,Puffer,Others
27079,WOM,Women's Handbags,Hobo,Dooney & Bourke
27081,WOM,Jewelry,Necklaces,Victoria's Secret
27117,WOM,Shoes,Boots,Louis Vuitton
27123,HAN,Toys,Children,Others
27146,SPO,Outdoors,Snowboard,Oakley
27162,BEA,Tools & Accessories,Makeup Brushes & Tools,Younique
27193,BEA,Makeup,Other,Younique
27203,MEN,Coats & Jackets,Puffer,The North Face
27209,WOM,Women's Handbags,Other,Gucci
27219,BEA,Tools & Accessories,Bags & Cases,MARC JACOBS
27251,WOM,Tops & Blouses,"Tank, Cami",Miss Me
27254,WOM,Sweaters,Wrap,Lululemon
27286,MEN,Athletic Apparel,Tracksuits & Sweats,Others
27314,MEN,Men's Accessories,Wallets,VANS
27358,WOM,Swimwear,One-Piece,Nike
27367,MEN,Pants,Other,Adidas
27379,BEA,Skin Care,Sun,SeneGence
27450,HOM,Cleaning Supplies,Gloves,Others
27488,WOM,Women's Accessories,Sunglasses,Tiffany & Co.
27518,MEN,Shorts,Casual Shorts,vineyard vines
27520,WOM,Dresses,"Above Knee, Mini",Vince Camuto
27539,VIN,Serving,Mug,Pyrex
27626,WOM,Shoes,Boots,Nike
27650,WOM,Coats & Jackets,Windbreaker,New Balance
27667,KID,Boys 2T-5T,Shoes,Jordans
27711,HAN,Accessories,Belt,Others
27772,WOM,Sweaters,Full Zip,Juicy Couture
27824,VIN,Jewelry,Pendant,Stamped
27854,HOM,Cleaning Supplies,Mopping,Others
27858,VIN,Serving,Salt and Pepper Shakers,Lilly Pulitzer
27866,WOM,Dresses,"Above Knee, Mini",Buckle
27887,WOM,Women's Handbags,Baguette,Others
27933,MEN,Athletic Apparel,Socks,Jordans
28009,WOM,Dresses,"Above Knee, Mini",Michael Kors
28046,WOM,Shoes,Oxfords,Dr. Martens
28061,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",PUMA
28073,MEN,Men's Accessories,Wallets,Versace
28089,WOM,Sweaters,Hooded,PUMA
28093,WOM,Sweaters,"Turtleneck, Mock",Bebe
28098,WOM,Coats & Jackets,Peacoat,Michael Kors
28140,WOM,Tops & Blouses,T-Shirts,Louis Vuitton
28210,MEN,Sweats & Hoodies,Hoodie,Gucci
28212,HAN,Woodworking,Signs,Others
28240,BEA,Tools & Accessories,Other,Others
28286,MEN,Men's Accessories,Belts,Jordan
28303,WOM,Women's Handbags,Shoulder Bag,Rebecca Minkoff
28373,VIN,Supplies,Cabochon,Others
28453,ELE,"Car Audio, Video & GPS",Car Stereos & Components,Others
28521,WOM,Coats & Jackets,Windbreaker,Vintage
28533,BEA,Hair Care,Styling Products,Victoria's Secret
28552,VIN,Housewares,Glass,Others
28563,HAN,Pets,Clothing,Others
28570,VIN,Electronics,Camera,Samsung
28587,MEN,Tops,Button-Front,Prada
28591,OTH,Daily & Travel items,Other,Others
28603,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",Michael Kors
28672,WOM,Women's Accessories,Sunglasses,Anthropologie
28675,HAN,Paper Goods,Calendar,Others
28701,NOI,no_info,no_info,Nordstrom
28737,MEN,Coats & Jackets,Other,A|X Armani Exchange
28742,WOM,Other,Other,Dooney & Bourke
28802,MEN,Coats & Jackets,Trench,Others
28836,WOM,Maternity,Sweaters,Others
28850,WOM,Women's Handbags,Messenger & Crossbody,MARC JACOBS
28862,MEN,Jeans,Boot Cut,Ariat
28884,MEN,Men's Accessories,Belts,Nike
28940,MEN,Men's Accessories,Watches,Customized & Personalized
28981,BEA,Makeup,Other,Others
28998,WOM,Sweaters,Hooded,True Religion Brand Jeans
29006,WOM,Tops & Blouses,Halter,Victoria's Secret
29018,HAN,Paper Goods,Other,Others
29075,NOI,no_info,no_info,VANS
29087,VIN,Accessories,Keychain,Victoria's Secret
29088,WOM,Athletic Apparel,Shorts,Buckle
29090,MEN,Tops,T-shirts,Gucci
29127,WOM,Dresses,Knee-Length,Athleta
29240,KID,Gear,Backpacks & Carriers,All
29276,VIN,Housewares,Other,Others
29305,MEN,Men's Accessories,Hats,Bape
29315,WOM,Women's Handbags,Messenger & Crossbody,Lululemon
29421,WOM,Women's Handbags,Cosmetic Bags,Estee Lauder
29437,WOM,Athletic Apparel,Jackets,Free People
29465,WOM,Other,Other,Tory Burch
29498,WOM,Women's Accessories,Hats,VANS
29527,WOM,Women's Handbags,Backpack Style,Dooney & Bourke
29532,WOM,Pants,Other,ZARA
29540,WOM,Women's Handbags,Cosmetic Bags,Fossil
29563,WOM,Sweaters,Cardigan,Bebe
29575,NOI,no_info,no_info,Stamped
29674,HOM,Home Décor,Window Treatments,Anthropologie
29709,WOM,Shoes,Pumps,Vince Camuto
29714,WOM,Women's Handbags,Backpack Style,TopShop
29727,WOM,Women's Accessories,Hats,Harley-Davidson
29822,WOM,Jeans,"Capri, Cropped",Buckle
29825,WOM,Pants,Casual Pants,LuLaRoe
29827,VIN,Accessories,Keychain,Michael Kors
29871,BEA,Tools & Accessories,Epilators,Others
29892,WOM,Women's Accessories,Wallets,kate spade new york
29927,WOM,Shoes,Fashion Sneakers,UGG Australia
29937,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Vintage
29946,WOM,Tops & Blouses,Blouse,Tory Burch
29993,WOM,Athletic Apparel,Other,adidas Originals
30004,WOM,Sweaters,Cardigan,Anthropologie
30014,WOM,Sweaters,Cowl Neck,Nike
30029,WOM,Jewelry,Bracelets,Vintage
30060,WOM,Athletic Apparel,Shirts & Tops,Reebok
30085,WOM,Jeans,"Slim, Skinny",Silver Jeans Co.
30090,VIN,Jewelry,Watch,Others
30094,WOM,Women's Handbags,Backpack Style,Independent
30317,KID,Toys,Dolls & Accessories,Spin Master
30327,WOM,Coats & Jackets,Puffer,Bebe
30349,WOM,Jeans,"Slim, Skinny",Vintage
30353,WOM,Tops & Blouses,Tunic,Nordstrom
30360,WOM,Women's Accessories,Sunglasses,MARC BY MARC JACOBS
30373,ELE,"TV, Audio & Surveillance",Televisions,Apple
30383,WOM,Women's Accessories,Sunglasses,Juicy Couture
30389,HAN,Needlecraft,Cross Stitch,Others
30399,WOM,Swimwear,Cover-Ups,Lilly Pulitzer
30562,MEN,Swimwear,Swim Briefs,Others
30571,WOM,Women's Accessories,Watches,Betsey Johnson
30584,SPO,Outdoors,Skateboard,Supreme
30595,WOM,Shoes,Mules & Clogs,UGG Australia
30631,WOM,Skirts,Mini,Lululemon
30641,MEN,Athletic Apparel,Vests,Others
30661,KID,Girls (4+),Jeans,Miss Me
30684,WOM,Women's Handbags,Cosmetic Bags,Lululemon
30714,VIN,Serving,Mug,Rae Dunn
30728,WOM,Jewelry,Necklaces,kate spade new york
30740,WOM,Jeans,"Slim, Skinny",Free People
30829,WOM,Shoes,Sandals,Buckle
30844,WOM,Sweaters,Full Zip,Nike
30890,WOM,Women's Accessories,Wallets,MARC BY MARC JACOBS
30909,WOM,Tops & Blouses,T-Shirts,Majestic
30922,VIN,Home Decor,Vase,Others
31017,MEN,Shoes,Fashion Sneakers,UGG Australia
31027,KID,Boys 0-24 Mos,Coats & Jackets,The North Face
31042,WOM,Coats & Jackets,Other,PINK
31084,WOM,Pants,Dress Pants,Lilly Pulitzer
31115,BEA,Hair Care,Other,Others
31118,MEN,Shoes,Boots,Dr. Martens
31140,KID,Other,Other,ZARA
31159,WOM,Women's Accessories,Hats,The North Face
31178,WOM,Tops & Blouses,Blouse,Miss Me
31200,WOM,Coats & Jackets,Wool,Carhartt
31221,WOM,Pants,Other,Nordstrom
31231,MEN,Shoes,Fashion Sneakers,TOMS
31255,WOM,Women's Handbags,Messenger & Crossbody,Independent
31272,VIN,Jewelry,Pendant,PANDORA
31306,OTH,Musical instruments,Bass Guitars,Others
31360,ELE,Video Games & Consoles,Games,Apple
31646,KID,Safety,Harnesses & Leashes,Others
31688,WOM,Swimwear,One-Piece,Acacia Swimwear
31721,WOM,Tops & Blouses,Other,Juicy Couture
31755,WOM,Tops & Blouses,T-Shirts,Christian Louboutin
31789,BEA,Makeup,Lips,Morphe Cosmetics
31866,BEA,Makeup,Face,Victoria's Secret
31889,KID,Boys 0-24 Mos,Bottoms,Nike
31937,WOM,Shoes,Boots,Converse
31981,VIN,Clothing,Baby,Others
32000,BEA,Makeup,Face,Lush
32019,MEN,Athletic Apparel,Jerseys,Reebok
32041,WOM,Jewelry,Necklaces,Coach
32190,WOM,Women's Accessories,Other,Vera Bradley
32207,WOM,Women's Handbags,Shoulder Bag,Lululemon
32232,HOM,Home Décor,Tapestries,Anthropologie
32238,WOM,Tops & Blouses,T-Shirts,Burberry
32291,SPO,Golf,Golf Apparel,Adidas
32295,VIN,Home Decor,Wall Hanging,Others
32330,ELE,Computers & Tablets,Desktops & All-In-Ones,HP
32376,WOM,Jewelry,Rings,Nordstrom
32463,VIN,Bags and Purses,Clutch,Coach
32600,SPO,Exercise,Yoga & Pilates,Victoria's Secret
32635,KID,Girls 2T-5T,Coats & Jackets,Burberry
32681,WOM,Tops & Blouses,T-Shirts,Vintage
32722,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Gucci
32723,BEA,Fragrance,Men,Yves Saint Laurent
32727,WOM,Dresses,Mid-Calf,adidas Originals
32730,WOM,Shoes,Other,Dr. Martens
32745,WOM,Dresses,Mid-Calf,Customized & Personalized
32766,SPO,Fan Shop,NCAA,Adidas
32822,WOM,Jewelry,Rings,Free People
32823,WOM,Tops & Blouses,Button Down Shirt,Victoria's Secret
32845,HOM,Home Décor,Decorative Pillows,Rae Dunn
32935,WOM,Swimwear,One-Piece,TopShop
33056,HAN,Bags and Purses,Pouch,Others
33083,WOM,Tops & Blouses,Button Down Shirt,Bebe
33150,ELE,Video Games & Consoles,Video Gaming Merchandise,Microsoft
33152,MEN,Sweaters,Vest,Others
33166,WOM,Women's Handbags,Totes & Shoppers,Fossil
33238,MEN,Athletic Apparel,Socks,Air Jordan
33256,WOM,Women's Handbags,Totes & Shoppers,Rebecca Minkoff
33263,WOM,Swimwear,One-Piece,Lululemon
33326,WOM,Athletic Apparel,Jackets,vineyard vines
33463,HAN,Housewares,Lighting,Others
33511,WOM,Shoes,Work & Safety,Converse
33590,WOM,Women's Accessories,Wallets,MARC JACOBS
33621,KID,Girls 2T-5T,Shoes,Michael Kors
33627,WOM,Dresses,"Above Knee, Mini",Nordstrom
33684,VIN,Bags and Purses,Handbag,ALDO
33690,WOM,Athletic Apparel,Other,PINK
33723,HAN,Woodworking,Carving,Others
33756,VIN,Jewelry,Brooch,Chanel
33795,WOM,Athletic Apparel,Tracksuits & Sweats,PUMA
33813,SPO,Exercise,Fitness accessories,Reebok
33856,WOM,Sweaters,Full Zip,True Religion Brand Jeans
33908,VIN,Bags and Purses,Case,Others
33909,KID,Boys 2T-5T,Accessories,Others
33973,WOM,Coats & Jackets,Vest,Harley-Davidson
34015,OTH,Books,Engineering & Transportation,Others
34061,WOM,Tops & Blouses,T-Shirts,Reebok
34197,HAN,Music,Other,Others
34239,KID,Girls (4+),Jeans,Nike
34252,VIN,Book,How to,Others
34265,BEA,Makeup,Brushes & Applicators,MAC
34308,HAN,Children,Clothing,Others
34321,VIN,Trading Cards,Vintage,Nintendo
34351,VIN,Collectibles,Glass,Tiffany & Co.
34431,WOM,Skirts,"Straight, Pencil",Kate Spade
34500,WOM,Skirts,Peasant,Free People
34511,MEN,Men's Accessories,Other,Air Jordan
34540,ELE,Cell Phones & Accessories,Cell Phones & Smartphones,Sony
34578,MEN,Shorts,Athletic,Nike
34637,WOM,Shoes,Fashion Sneakers,Sperrys
34670,WOM,Sweaters,Crewneck,Lilly Pulitzer
34725,WOM,Tops & Blouses,Other,Nasty Gal
34732,WOM,Shoes,Boots,ASOS
34737,WOM,Shoes,Pumps,ALDO
34751,ELE,Cameras & Photography,Lighting & Studio,Others
34753,MEN,Sweats & Hoodies,Hoodie,Jordan
34794,MEN,Athletic Apparel,Snowsuits & Bibs,Others
34832,KID,Boys 2T-5T,Shoes,Adidas
34875,BEA,Makeup,Makeup Sets,MAC
34889,WOM,Sweaters,Full Zip,Bebe
34891,WOM,Dresses,"Above Knee, Mini",TopShop
34932,WOM,Skirts,Maxi,Independent
35001,HAN,Clothing,Shirt,Others
35013,OTH,Automotive,Motorcycle & Powersports,Others
35046,VIN,Antique,Bags and Purses,Others
35050,BEA,Makeup,Makeup Palettes,Jeffree Star Cosmetics
35065,SPO,Apparel,Accessories,Nike
35067,BEA,Bath & Body,Bath,Chanel
35092,WOM,Women's Handbags,Messenger & Crossbody,Steve Madden
35110,WOM,Jeans,Boyfriend,Silver Jeans Co.
35120,WOM,Pants,Linen,Others
35123,KID,Girls 2T-5T,Bottoms,LuLaRoe
35126,HAN,Accessories,Men,Others
35127,WOM,Sweaters,Crewneck,vineyard vines
35130,WOM,Skirts,Pleated,Anthropologie
35142,VIN,Collectibles,Souvenir,Star Wars
35171,VIN,Jewelry,Necklace,Vintage
35200,MEN,Tops,Dress Shirts,Michael Kors
35207,WOM,Underwear,Panties,Madewell
35290,HAN,Paper Goods,Notebook,Others
35389,HAN,Music,Equipment,Others
35434,KID,Boys (4+),Shoes,VANS
35442,WOM,Women's Handbags,Hobo,Louis Vuitton
35452,VIN,Accessories,Brooch,Others
35512,WOM,Tops & Blouses,Other,Free People
35548,ELE,"TV, Audio & Surveillance",Portable Audio & Accessories,Sony
35564,WOM,Women's Handbags,Cosmetic Bags,Coach
35584,WOM,Sweaters,Cardigan,Converse
35602,SPO,Exercise,Fitness accessories,The North Face
35614,BEA,Bath & Body,Bath,Victoria's Secret
35622,VIN,Toy,Other,Funko
35659,MEN,Shorts,Dress Shorts,Others
35711,WOM,Sweaters,Cardigan,Free People
35731,WOM,Pants,Casual Pants,Michael Kors
35737,OTH,Musical instruments,Amplifiers & Effects,Others
35783,HOM,Home Décor,Photo Albums & Frames,Kate Spade
35823,HAN,Bags and Purses,Hip Bag,Others
35842,OTH,Musical instruments,Drums & Percussion,Others
35877,ELE,Cameras & Photography,Other,Fuji
35879,KID,Boys 0-24 Mos,One-Pieces,UGG Australia
35919,MEN,Shorts,Athletic,Lululemon
35920,KID,Bathing & Skin Care,Travel Bathing Kits,Others
35947,HAN,Art,Collages,Others
35994,WOM,Sweaters,Collared,vineyard vines
36045,NOI,no_info,no_info,Christian Dior
36051,MEN,Athletic Apparel,Jackets,Vintage
36076,WOM,Tops & Blouses,"Tank, Cami",Gymshark
36083,ELE,Cell Phones & Accessories,Cell Phone Accessories,LG
36148,HAN,Weddings,Favors,Others
36171,ELE,Cell Phones & Accessories,Chargers & Cradles,Nintendo
36211,WOM,Women's Handbags,Backpack Style,New Balance
36212,WOM,Coats & Jackets,Windbreaker,PUMA
36220,WOM,Women's Accessories,Sunglasses,Betsey Johnson
36248,WOM,Skirts,Mini,Rock Revival
36260,WOM,Women's Accessories,Belts,Betsey Johnson
36266,WOM,Shoes,Loafers & Slip-Ons,Michael Kors
36279,VIN,Accessories,Hat,Others
36285,WOM,Athletic Apparel,Shorts,New Balance
36313,WOM,Women's Accessories,Scarves & Wraps,Victoria's Secret
36343,HOM,Home Appliances,Dehumidifiers,Others
36430,WOM,Tops & Blouses,Blouse,BCBGMAXAZRIA
36546,WOM,Shoes,Boots,Victoria's Secret
36577,MEN,Blazers & Sport Coats,Three Button,Others
36584,KID,Girls 0-24 Mos,One-Pieces,Jordans
36603,HOM,Kitchen & Dining,Storage & Organization,Lush
36654,ELE,Cameras & Photography,Lenses & Filters,Nikon
36683,VIN,Toy,Other,Others
36778,NOI,no_info,no_info,ZARA
36820,WOM,Underwear,Thermal Underwear,Victoria's Secret
36883,MEN,Athletic Apparel,Shirts & Tops,Majestic
36916,VIN,Serving,Mug,Kate Spade
36960,HAN,Books and Zines,Journal,Others
36964,KID,Pregnancy & Maternity,Breastfeeding Pillows & Stools,Medela
36976,WOM,Suits & Blazers,Blazer,Michael Kors
36988,MEN,Sweaters,Polo,Others
37143,WOM,Women's Accessories,Hats,Madewell
37173,KID,Bathing & Skin Care,Grooming & Healthcare Kits,Others
37209,KID,Boys 2T-5T,Shoes,VANS
37245,KID,Potty Training,Training Pants,Others
37286,HOM,Kitchen & Dining,Kitchen Utensils & Gadgets,Kate Spade
37315,ELE,Cameras & Photography,Digital Cameras,Samsung
37437,WOM,Suits & Blazers,Other,Others
37446,VIN,Housewares,Magnet,Others
37483,NOI,no_info,no_info,Adidas
37539,WOM,Shoes,Boots,Nasty Gal
37548,WOM,Pants,Casual Pants,A|X Armani Exchange
37564,WOM,Dresses,"Above Knee, Mini",Madewell
37574,ELE,Cameras & Photography,Camera & Photo Accessories,Canon
37641,MEN,Shoes,Fashion Sneakers,Christian Louboutin
37646,MEN,Men's Accessories,Belts,Louis Vuitton
37656,VIN,Electronics,Telephone,Others
37667,ELE,Computers & Tablets,iPad,LG
37819,MEN,Men's Accessories,Hats,vineyard vines
37836,WOM,Shoes,Loafers & Slip-Ons,Cole Haan
37878,MEN,Men's Accessories,Watches,A|X Armani Exchange
37887,WOM,Coats & Jackets,Vest,Athleta
37912,WOM,Coats & Jackets,Puffer,Michael Kors
37934,WOM,Pants,Other,Victoria's Secret
37941,WOM,Shoes,Other,Victoria's Secret
37947,VIN,Toy,Doll,Funko
37980,KID,Boys 2T-5T,Coats & Jackets,The North Face
37996,MEN,Men's Accessories,Belts,DC Comics
38034,MEN,Men's Accessories,Wallets,Carhartt
38070,WOM,Women's Handbags,Backpack Style,Jordans
38106,WOM,Shoes,Fashion Sneakers,Betsey Johnson
38143,MEN,Shoes,Boots,Ariat
38193,BEA,Makeup,Nails,Chanel
38205,KID,Toys,Dolls & Accessories,Funko
38341,BEA,Bath & Body,Bath,Estee Lauder
38370,KID,Boys 0-24 Mos,Shoes,UGG Australia
38375,WOM,Swimwear,Cover-Ups,vineyard vines
38379,MEN,Men's Accessories,Hats,The North Face
38400,WOM,Sweaters,Hooded,Gymshark
38415,BEA,Makeup,Makeup Sets,MARC JACOBS
38457,MEN,Shoes,Fashion Sneakers,Chanel
38469,WOM,Underwear,Bras,Nordstrom
38536,KID,Toys,Building Toys,Star Wars
38612,WOM,Tops & Blouses,Other,Lilly Pulitzer
38675,WOM,Athletic Apparel,Jackets,ZARA
38879,WOM,Jeans,Boot Cut,Michael Kors
38931,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Adidas
38943,WOM,Tops & Blouses,Other,Nike
38990,SPO,Outdoors,Indoor,Adidas
39047,HAN,Accessories,Eyewear,Others
39102,VIN,Bags and Purses,Purse,Dooney & Bourke
39121,VIN,Clothing,Sweater,Nordstrom
39216,WOM,Skirts,Peasant,Others
39246,WOM,Women's Accessories,Other,Louis Vuitton
39331,WOM,Women's Accessories,Hair Accessories,Supreme
39333,WOM,Skirts,Maxi,ASOS
39348,WOM,Women's Handbags,Other,Fossil
39427,MEN,Men's Accessories,Sunglasses,Harley-Davidson
39526,WOM,Women's Accessories,Scarves & Wraps,Christian Dior
39534,KID,Boys 2T-5T,Shoes,Air Jordan
39581,WOM,Women's Accessories,Hats,Coach
39589,WOM,Women's Handbags,Other,MARC BY MARC JACOBS
39611,WOM,Women's Handbags,Satchel,Fossil
39709,WOM,Women's Handbags,Backpack Style,Bebe
39734,KID,Girls 2T-5T,Shoes,Air Jordan
39736,VIN,Accessories,Eyewear,Michael Kors
39802,SPO,Team Sports,Lacrosse,Others
39847,MEN,Tops,Hawaiian,Others
39852,WOM,Dresses,Knee-Length,Kate Spade
39867,WOM,Women's Accessories,Hair Accessories,Burberry
39963,WOM,Shoes,Outdoor,Converse
39965,VIN,Bags and Purses,Change Purse,Louis Vuitton
39971,MEN,Athletic Apparel,Jerseys,PUMA
39979,WOM,Tops & Blouses,Other,LuLaRoe
39981,WOM,Dresses,Knee-Length,ZARA
40009,VIN,Accessories,Cuff Links,Louis Vuitton
40082,ELE,Computers & Tablets,Networking & Connectivity,Apple
40115,WOM,Tops & Blouses,"Tank, Cami",Chanel
40146,WOM,Coats & Jackets,Raincoat,PINK
40151,HAN,Needlecraft,Other,Others
40171,WOM,Jewelry,Bracelets,Vince Camuto
40177,WOM,Athletic Apparel,"Pants, Tights, Leggings",ASOS
40251,SPO,Team Sports,Baseball & Softball,Nike
40355,MEN,Men's Accessories,Hats,A|X Armani Exchange
40379,WOM,Shoes,Fashion Sneakers,ZARA
40457,WOM,Women's Handbags,Messenger & Crossbody,ALDO
40543,WOM,Women's Handbags,Totes & Shoppers,Juicy Couture
40547,WOM,Dresses,Other,Victoria's Secret
40557,WOM,Dresses,"Above Knee, Mini",Nasty Gal
40624,WOM,Jeans,Leggings,Gymshark
40658,VIN,Collectibles,Glass,Star Wars
40678,WOM,Jeans,Flare,PINK
40765,KID,Girls (4+),Accessories,Nike
40813,BEA,Makeup,Makeup Palettes,Victoria's Secret
40835,WOM,Coats & Jackets,Vest,Carhartt
40865,HAN,Others,Religious,Others
40894,HOM,Storage & Organization,Jewelry Boxes & Organizers,Vera Bradley
40900,WOM,Tops & Blouses,Knit Top,Anthropologie
40907,WOM,Shoes,Boots,Buckle
40919,MEN,Tops,T-shirts,A|X Armani Exchange
41015,MEN,Tops,T-shirts,The North Face
41024,SPO,Golf,Golf Apparel,Nike
41058,WOM,Tops & Blouses,Knit Top,Harley-Davidson
41116,MEN,Other,Other,Gucci
41117,HOM,Kitchen & Dining,Dining & Entertaining,Pyrex
41189,KID,Safety,Outdoor Safety,Others
41211,WOM,Jeans,Wide Leg,Silver Jeans Co.
41264,MEN,Men's Accessories,Sunglasses,Gucci
41306,HOM,Kitchen & Dining,Storage & Organization,Vera Bradley
41309,MEN,Shoes,Slippers,patagonia
41324,MEN,Sweats & Hoodies,Hoodie,Jordans
41330,BEA,Skin Care,Face,Christian Dior
41392,HAN,Glass,Supplies,Others
41428,ELE,Video Games & Consoles,Other,Sony
41450,WOM,Other,Other,Lululemon
41465,WOM,Skirts,"Straight, Pencil",Disney Collection
41508,WOM,Athletic Apparel,Jerseys,Victoria's Secret
41547,MEN,Tops,"Polo, Rugby",Adidas
41598,VIN,Housewares,Bowl,Others
